,Job-Titles,Department,Salary-interval,Zip
31629,SANITATION LABORER,STREETS & SAN,"60472.27341914715,90161.32658085285",8260
31630,DEPUTY COMPTROLLER,FINANCE,"105599.47341914715,135288.52658085286",52120
31631,PROGRAM AUDITOR II,FAMILY & SUPPORT,"65723.47341914715,95412.52658085285",30250
31632,DEPUTY COMMISSIONER,GENERAL SERVICES,"112643.47341914715,142332.52658085286",20112
31633,POLICE OFFICER,POLICE,"75179.47341914715,104868.52658085285",27250
31634,POLICE OFFICER,POLICE,"75179.47341914715,104868.52658085285",32500
31635,PRINCIPAL CLERK-ELECTIONS,BOARD OF ELECTION,"60155.47341914715,89844.52658085285",2330
31636,AVIATION SECURITY OFFICER,AVIATION,"60155.47341914715,89844.52658085285",2310
31637,POLICE OFFICER,POLICE,"78509.47341914715,108198.52658085285",50240
31638,AVIATION SECURITY SERGEANT,AVIATION,"60155.47341914715,89844.52658085285",33350
31639,MACHINIST (AUTOMOTIVE),GENERAL SERVICES,"81563.47341914715,111252.52658085285",32290
31640,CONSTRUCTION LABORER,WATER MGMNT,"68771.47341914715,98460.52658085285",33570
31641,POLICE OFFICER,POLICE,"69209.47341914715,98898.52658085285",51290
31642,GENERAL LABORER - DSS,STREETS & SAN,"60155.47341914715,89844.52658085285",27220
31643,DEPUTY DIR,MAYOR'S OFFICE,"122855.47341914715,152544.52658085286",3000
31644,CONSTRUCTION LABORER,WATER MGMNT,"68771.47341914715,98460.52658085285",4510
31645,AUDIO-VISION TESTER,FAMILY & SUPPORT,"60155.47341914715,89844.52658085285",50570
31646,DETENTION AIDE,POLICE,"60155.47341914715,89844.52658085285",20100
31647,PROJECT MANAGER,COMMUNITY DEVELOPMENT,"66035.47341914715,95724.52658085285",27820
31648,POOL MOTOR TRUCK DRIVER,AVIATION,"60155.47341914715,89844.52658085285",4270
31649,POLICE OFFICER,POLICE,"78509.47341914715,108198.52658085285",27420
31650,MANAGER OF REVENUE COLLECTIONS,FINANCE,"76283.47341914715,105972.52658085285",33760
31651,STUDENT INTERN,AVIATION,"60155.47341914715,89844.52658085285",1480
31652,ASST CORPORATION COUNSEL SUPVSR,LAW,"85247.47341914715,114936.52658085285",31600
31653,SEWER BRICKLAYER,WATER MGMNT,"78505.87341914714,108194.92658085284",33830
31654,POLICE OFFICER,POLICE,"72161.47341914715,101850.52658085285",3250
31655,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,"86135.47341914715,115824.52658085285",2350
31656,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,"79277.47341914715,108966.52658085285",51400
31657,FOREMAN OF HOISTING ENGINEERS,WATER MGMNT,"95603.47341914715,125292.52658085285",7470
31658,CROSSING GUARD,OEMC,"60155.47341914715,89844.52658085285",20251
31659,SENIOR PUBLIC VEHICLE INSPECTOR,BUSINESS AFFAIRS,"65723.47341914715,95412.52658085285",30300
31660,POLICE OFFICER,POLICE,"78509.47341914715,108198.52658085285",31110
31661,ASST CORPORATION COUNSEL SUPVSR,LAW,"89999.47341914715,119688.52658085285",7200
31662,TRAFFIC CONTROL AIDE-HOURLY,OEMC,"60155.47341914715,89844.52658085285",20200
31663,ASST CORPORATION COUNSEL SUPVSR,LAW,"105659.47341914715,135348.52658085286",26110
31664,POOL MOTOR TRUCK DRIVER,AVIATION,"60155.47341914715,89844.52658085285",52340
31665,POOL MOTOR TRUCK DRIVER,STREETS & SAN,"60155.47341914715,89844.52658085285",50640
31666,SENIOR BUDGET ANALYST,BUDGET & MGMT,"60155.47341914715,89844.52658085285",20240
31667,CONSTRUCTION LABORER,WATER MGMNT,"68771.47341914715,98460.52658085285",52400
31668,SANITATION LABORER,STREETS & SAN,"60472.27341914715,90161.32658085285",51350
31669,SERGEANT,POLICE,"89783.47341914715,119472.52658085285",30440
31670,TRAFFIC CONTROL AIDE-HOURLY,OEMC,"60155.47341914715,89844.52658085285",51350
31671,SENIOR FISCAL POLICY ANALYST,FINANCE,"70151.47341914715,99840.52658085285",31110
31672,MACHINIST,GENERAL SERVICES,"81563.47341914715,111252.52658085285",33610
31673,MOTOR TRUCK DRIVER,STREETS & SAN,"60155.47341914715,89844.52658085285",52230
31674,CAPTAIN-EMT,FIRE,"117887.47341914715,147576.52658085286",8310
31675,LIBRARY CLERK,PUBLIC LIBRARY,"60155.47341914715,89844.52658085285",31480
31676,PAYMENT SERVICES REPRESENTATIVE,FINANCE,"60155.47341914715,89844.52658085285",2300
31677,POLICE OFFICER,POLICE,"60155.47341914715,89844.52658085285",9300
31678,STAFF ASST TO THE ALDERMAN,CITY COUNCIL,"60155.47341914715,89844.52658085285",20275
31679,ELECTRICAL MECHANIC,OEMC,"81043.47341914715,110732.52658085285",2590
31680,POLICE OFFICER,POLICE,"78509.47341914715,108198.52658085285",20243
31681,MOTOR TRUCK DRIVER,STREETS & SAN,"60155.47341914715,89844.52658085285",28170
31682,POLICE OFFICER,POLICE,"72161.47341914715,101850.52658085285",31150
31683,POLICE COMMUNICATIONS OPERATOR II,OEMC,"78467.47341914715,108156.52658085285",7510
31684,CUSTODIAL WORKER,GENERAL SERVICES,"60155.47341914715,89844.52658085285",32290
31685,BRIDGE OPERATOR,TRANSPORTN,"60155.47341914715,89844.52658085285",27330
31686,POLICE COMMUNICATIONS OPERATOR II,OEMC,"62675.47341914715,92364.52658085285",8500
31687,FIREFIGHTER-EMT,FIRE,"74303.47341914715,103992.52658085285",51300
31688,POLICE OFFICER,POLICE,"60155.47341914715,89844.52658085285",33670
31689,INVESTIGATOR-COPA,COPA,"60155.47341914715,89844.52658085285",33820
31690,POLICE OFFICER,POLICE,"72161.47341914715,101850.52658085285",27400
31691,LIBRARIAN I,PUBLIC LIBRARY,"60155.47341914715,89844.52658085285",51240
31692,GENERAL LABORER - DSS,STREETS & SAN,"60155.47341914715,89844.52658085285",2290
31693,CLERK III,HEALTH,"60155.47341914715,89844.52658085285",25510
31694,LIEUTENANT,POLICE,"112847.47341914715,142536.52658085286",2600
31695,POLICE OFFICER,POLICE,"60155.47341914715,89844.52658085285",3460
31696,POLICE OFFICER,POLICE,"75179.47341914715,104868.52658085285",33390
31697,SANITATION LABORER,STREETS & SAN,"60472.27341914715,90161.32658085285",32500
31698,LIBRARY CLERK,PUBLIC LIBRARY,"60155.47341914715,89844.52658085285",31700
31699,FIREFIGHTER-EMT,FIRE,"84479.47341914715,114168.52658085285",31260
31700,POLICE OFFICER,POLICE,"78509.47341914715,108198.52658085285",32400
31701,POLICE OFFICER,POLICE,"69209.47341914715,98898.52658085285",31510
31702,POOL MOTOR TRUCK DRIVER,STREETS & SAN,"60155.47341914715,89844.52658085285",33550
31703,INVESTIGATOR-COPA,COPA,"60155.47341914715,89844.52658085285",31310
31704,FIREFIGHTER/PARAMEDIC,FIRE,"82901.47341914715,112590.52658085285",50140
31705,PROPERTY CUSTODIAN,POLICE,"60155.47341914715,89844.52658085285",29610
31706,SERGEANT,POLICE,"86597.47341914715,116286.52658085285",51330
31707,POLICE OFFICER,POLICE,"60155.47341914715,89844.52658085285",1410
31708,CONSTRUCTION LABORER,WATER MGMNT,"68771.47341914715,98460.52658085285",27110
31709,SUPERVISING POLICE COMMUNICATIONS OPERATOR,OEMC,"84179.47341914715,113868.52658085285",1500
31710,POOL MOTOR TRUCK DRIVER,STREETS & SAN,"60155.47341914715,89844.52658085285",1800
31711,POLICE OFFICER,POLICE,"78509.47341914715,108198.52658085285",30140
31712,TRAFFIC CONTROL AIDE-HOURLY,OEMC,"60155.47341914715,89844.52658085285",52100
31713,POLICE COMMUNICATIONS OPERATOR II,OEMC,"60155.47341914715,89844.52658085285",27640
31714,TRAFFIC CONTROL AIDE-HOURLY,OEMC,"60155.47341914715,89844.52658085285",29190
31715,ADMINISTRATIVE ASST II,LAW,"60155.47341914715,89844.52658085285",27260
31716,MAJOR CASE SPECIALIST-COPA,COPA,"84923.47341914715,114612.52658085285",26540
31717,POLICE OFFICER,POLICE,"78509.47341914715,108198.52658085285",1120
31718,EMERGENCY CREW DISPATCHER,WATER MGMNT,"68771.47341914715,98460.52658085285",33420
31719,SENIOR DATA BASE ANALYST,FAMILY & SUPPORT,"95219.47341914715,124908.52658085285",2600
31720,FIRE ENGINEER,FIRE,"89087.47341914715,118776.52658085285",29870
31721,POLICE OFFICER,POLICE,"81215.47341914715,110904.52658085285",2420
31722,ADMINISTRATIVE ASST II,BUSINESS AFFAIRS,"60155.47341914715,89844.52658085285",51290
31723,FIREFIGHTER,FIRE,"75179.47341914715,104868.52658085285",51360
31724,LIBRARIAN IV,PUBLIC LIBRARY,"85931.47341914715,115620.52658085285",3220
31725,TRAINING & DEVELOPMENT ANALYST,HUMAN RESOURCES,"69479.47341914715,99168.52658085285",8190
31726,POLICE OFFICER,POLICE,"75179.47341914715,104868.52658085285",32400
31727,DIR OF ADMINISTRATIVE SERVICES,HEALTH,"76283.47341914715,105972.52658085285",30120
31728,POOL MOTOR TRUCK DRIVER,STREETS & SAN,"60155.47341914715,89844.52658085285",31460
31729,CAULKER,WATER MGMNT,"85515.47341914715,115204.52658085285",51700
31730,SERGEANT,POLICE,"93143.47341914715,122832.52658085285",1190
31731,CROSSING GUARD - PER CBA,OEMC,"60155.47341914715,89844.52658085285",51800
31732,FILTRATION ENGINEER II,WATER MGMNT,"60155.47341914715,89844.52658085285",33550
31733,POOL MOTOR TRUCK DRIVER,AVIATION,"60155.47341914715,89844.52658085285",33190
31734,LIBRARY ASSOCIATE - HOURLY,PUBLIC LIBRARY,"60155.47341914715,89844.52658085285",30700
31735,MOTOR TRUCK DRIVER,STREETS & SAN,"60155.47341914715,89844.52658085285",28700
31736,POLICE OFFICER,POLICE,"72161.47341914715,101850.52658085285",2300
31737,LIBRARY ASSOCIATE - HOURLY,PUBLIC LIBRARY,"60155.47341914715,89844.52658085285",8270
31738,HATE CRIME VICTIM ADVOCATE,HUMAN RELATIONS,"74231.47341914715,103920.52658085285",30160
31739,POLICE OFFICER,POLICE,"75179.47341914715,104868.52658085285",2260
31740,POLICE OFFICER,POLICE,"75179.47341914715,104868.52658085285",29400
31741,POLICE COMMUNICATIONS OPERATOR I,OEMC,"60155.47341914715,89844.52658085285",33670
31742,PAINTER,STREETS & SAN,"77819.47341914715,107508.52658085285",32320
31743,POLICE OFFICER,POLICE,"72161.47341914715,101850.52658085285",8200
31744,POLICE OFFICER,POLICE,"81215.47341914715,110904.52658085285",28630
31745,CONSTRUCTION LABORER,WATER MGMNT,"68771.47341914715,98460.52658085285",52120
31746,FIREFIGHTER,FIRE,"72161.47341914715,101850.52658085285",1150
31747,POLICE OFFICER,POLICE,"72161.47341914715,101850.52658085285",27720
31748,PARKING ENFORCEMENT AIDE,FINANCE,"60155.47341914715,89844.52658085285",31380
31749,LABORATORY TECHNICIAN III,HEALTH,"60155.47341914715,89844.52658085285",29190
31750,FIRE ENGINEER-EMT,FIRE,"95369.47341914715,125058.52658085285",32120
31751,PARAMEDIC I/C,FIRE,"86135.47341914715,115824.52658085285",3150
31752,DEPUTY COMMISSIONER,STREETS & SAN,"117083.47341914715,146772.52658085286",1300
31753,SERGEANT,POLICE,"96629.47341914715,126318.52658085285",3450
31754,POLICE OFFICER,POLICE,"75179.47341914715,104868.52658085285",2440
31755,POLICE OFFICER,POLICE,"81215.47341914715,110904.52658085285",33880
31756,TRAFFIC CONTROL AIDE-HOURLY,OEMC,"60155.47341914715,89844.52658085285",31410
31757,POLICE OFFICER,POLICE,"72161.47341914715,101850.52658085285",30120
31758,FOREMAN OF LINEMEN,TRANSPORTN,"97267.47341914715,126956.52658085285",28120
31759,MACHINIST (AUTOMOTIVE),GENERAL SERVICES,"81563.47341914715,111252.52658085285",32350
31760,FOSTER GRANDPARENT,FAMILY & SUPPORT,"60155.47341914715,89844.52658085285",51150
31761,MOTOR TRUCK DRIVER,STREETS & SAN,"60305.873419147145,89994.92658085284",33140
31762,POLICE OFFICER,POLICE,"60155.47341914715,89844.52658085285",27800
31763,SUPVSR OF INVENTORY CONTROL I,POLICE,"60155.47341914715,89844.52658085285",1480
31764,MANAGER OF FAMILY SUPPORT PROGRAMS,FAMILY & SUPPORT,"80915.47341914715,110604.52658085285",28270
31765,ADMINISTRATIVE ASST II,FAMILY & SUPPORT,"60155.47341914715,89844.52658085285",9400
31766,CROSSING GUARD - PER CBA,OEMC,"60155.47341914715,89844.52658085285",33800
31767,SIGN HANGER,TRANSPORTN,"60155.47341914715,89844.52658085285",30200
31768,POLICE OFFICER,POLICE,"60155.47341914715,89844.52658085285",2370
31769,POLICE OFFICER,POLICE,"69209.47341914715,98898.52658085285",25640
31770,CONSTRUCTION LABORER,WATER MGMNT,"68771.47341914715,98460.52658085285",1340
31771,POOL MOTOR TRUCK DRIVER,AVIATION,"60155.47341914715,89844.52658085285",1430
31772,WATER METER MACHINIST,WATER MGMNT,"69811.47341914715,99500.52658085285",20113
31773,FIREFIGHTER,FIRE,"75179.47341914715,104868.52658085285",50520
31774,POLICE ADMINISTRATIVE CLERK,POLICE,"60155.47341914715,89844.52658085285",51300
31775,POLICE OFFICER,POLICE,"69209.47341914715,98898.52658085285",27620
31776,SERGEANT,POLICE,"93143.47341914715,122832.52658085285",7200
31777,LIEUTENANT,POLICE,"112847.47341914715,142536.52658085286",27210
31778,CROSSING GUARD - PER CBA,OEMC,"60155.47341914715,89844.52658085285",33570
31779,POOL MOTOR TRUCK DRIVER,STREETS & SAN,"60155.47341914715,89844.52658085285",29480
31780,DEPUTY PROCUREMENT OFFICER,PROCUREMENT,"104807.47341914715,134496.52658085286",32310
31781,POLICE COMMUNICATIONS OPERATOR I,OEMC,"60155.47341914715,89844.52658085285",30330
31782,FIREFIGHTER-EMT,FIRE,"80639.47341914715,110328.52658085285",32190
31783,ASST MANAGER OF POLICE PAYROLLS,POLICE,"74231.47341914715,103920.52658085285",2120
31784,STAFF ASST TO THE ALDERMAN,CITY COUNCIL,"60155.47341914715,89844.52658085285",34240
31785,CROSSING GUARD,OEMC,"60155.47341914715,89844.52658085285",28140
31786,POLICE OFFICER,POLICE,"75179.47341914715,104868.52658085285",27950
31787,POLICE OFFICER,POLICE,"72161.47341914715,101850.52658085285",32290
31788,POLICE OFFICER (ASSIGNED AS SECURITY SPECIALIST),POLICE,"100001.47341914715,129690.52658085285",6800
31789,FIREFIGHTER,FIRE,"82541.47341914715,112230.52658085285",1330
31790,FIREFIGHTER-EMT,FIRE,"80639.47341914715,110328.52658085285",27930
31791,POLICE COMMUNICATIONS OPERATOR I,OEMC,"60155.47341914715,89844.52658085285",8090
31792,LIEUTENANT,POLICE,"109049.47341914715,138738.52658085286",33620
31793,POLICE OFFICER,POLICE,"69209.47341914715,98898.52658085285",28410
31794,OPERATING ENGINEER-GROUP C,WATER MGMNT,"78901.07341914716,108590.12658085286",20243
31795,FIRE ENGINEER,FIRE,"86135.47341914715,115824.52658085285",2270
31796,POLICE OFFICER,POLICE,"78509.47341914715,108198.52658085285",31600
31797,POLICE OFFICER,POLICE,"61421.47341914715,91110.52658085285",3330
31798,AVIATION SECURITY OFFICER,AVIATION,"60155.47341914715,89844.52658085285",31340
31799,ASST CORPORATION COUNSEL II,LAW,"60155.47341914715,89844.52658085285",26600
31800,POLICE OFFICER,POLICE,"81215.47341914715,110904.52658085285",9100
31801,GENERAL LABORER - DSS,STREETS & SAN,"60155.47341914715,89844.52658085285",26220
31802,FIRE ENGINEER-EMT,FIRE,"88505.47341914715,118194.52658085285",4300
31803,SUPERVISING POLICE COMMUNICATIONS OPERATOR,OEMC,"84179.47341914715,113868.52658085285",30260
31804,DETENTION AIDE,POLICE,"60155.47341914715,89844.52658085285",27400
31805,POLICE OFFICER,POLICE,"61421.47341914715,91110.52658085285",9400
31806,POLICE OFFICER,POLICE,"72161.47341914715,101850.52658085285",51600
31807,POLICE OFFICER (ASSIGNED AS EVIDENCE TECHNICIAN),POLICE,"76493.47341914715,106182.52658085285",52300
31808,FIREFIGHTER,FIRE,"78821.47341914715,108510.52658085285",20116
31809,BUSINESS COMPLIANCE INVESTIGATOR,BUSINESS AFFAIRS,"65723.47341914715,95412.52658085285",2000
31810,FIRE ENGINEER-EMT,FIRE,"88505.47341914715,118194.52658085285",1370
31811,POLICE OFFICER,POLICE,"60155.47341914715,89844.52658085285",1450
31812,POLICE OFFICER,POLICE,"75179.47341914715,104868.52658085285",3230
31813,ADMINISTRATIVE SERVICES OFFICER II EXCLD,BUDGET & MGMT,"66347.47341914715,96036.52658085285",31100
31814,LIEUTENANT,POLICE,"109049.47341914715,138738.52658085286",20117
31815,POLICE OFFICER,POLICE,"75179.47341914715,104868.52658085285",8240
31816,ASST COMMISSIONER,TRANSPORTN,"76283.47341914715,105972.52658085285",51290
31817,POLICE OFFICER,POLICE,"75179.47341914715,104868.52658085285",8220
31818,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,"86135.47341914715,115824.52658085285",32200
31819,FIREFIGHTER-EMT,FIRE,"66023.47341914715,95712.52658085285",9160
31820,SERGEANT,POLICE,"93143.47341914715,122832.52658085285",2140
31821,CAPTAIN-EMT,FIRE,"121949.47341914715,151638.52658085286",3250
31822,MOTOR TRUCK DRIVER,STREETS & SAN,"60155.47341914715,89844.52658085285",28310
31823,STAFF ASST,TRANSPORTN,"65723.47341914715,95412.52658085285",2300
31824,COORD OF SPECIAL PROJECTS,AVIATION,"82895.47341914715,112584.52658085285",9300
31825,POLICE OFFICER,POLICE,"60155.47341914715,89844.52658085285",27120
31826,POLICE OFFICER,POLICE,"78509.47341914715,108198.52658085285",2140
31827,POLICE OFFICER,POLICE,"78509.47341914715,108198.52658085285",52110
31828,FIREFIGHTER-EMT (RECRUIT),FIRE,"60155.47341914715,89844.52658085285",2480
31829,ENGINEER OF ELECTRIC PUMPING STATIONS,WATER MGMNT,"101087.47341914715,130776.52658085285",2200
31830,SUPPORT SERVICES COORD,FAMILY & SUPPORT,"60155.47341914715,89844.52658085285",4000
31831,POLICE OFFICER,POLICE,"78509.47341914715,108198.52658085285",32420
31832,POOL MOTOR TRUCK DRIVER,STREETS & SAN,"60155.47341914715,89844.52658085285",31230
31833,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,"86135.47341914715,115824.52658085285",31360
31834,POOL MOTOR TRUCK DRIVER,STREETS & SAN,"60155.47341914715,89844.52658085285",8310
31835,POLICE OFFICER,POLICE,"72161.47341914715,101850.52658085285",26600
31836,FIREFIGHTER-EMT,FIRE,"70025.47341914715,99714.52658085285",30250
31837,POLICE OFFICER,POLICE,"69209.47341914715,98898.52658085285",26470
31838,ELECTRICAL MECHANIC (AUTOMOTIVE),GENERAL SERVICES,"81043.47341914715,110732.52658085285",31540
31839,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,"89087.47341914715,118776.52658085285",4320
31840,ASST CORPORATION COUNSEL II,LAW,"60155.47341914715,89844.52658085285",26750
31841,GENERAL LABORER - AVIATION,AVIATION,"60155.47341914715,89844.52658085285",20218
31842,POLICE COMMUNICATIONS OPERATOR II,OEMC,"62675.47341914715,92364.52658085285",2360
31843,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,"86135.47341914715,115824.52658085285",32170
31844,MOTOR TRUCK DRIVER,AVIATION,"60155.47341914715,89844.52658085285",31480
31845,TRAFFIC CONTROL AIDE-HOURLY,OEMC,"60155.47341914715,89844.52658085285",32260
31846,CAPTAIN-EMT,FIRE,"121949.47341914715,151638.52658085286",6400
31847,TRAFFIC CONTROL AIDE-HOURLY,OEMC,"60155.47341914715,89844.52658085285",2490
31848,POLICE OFFICER,POLICE,"60155.47341914715,89844.52658085285",29590
31849,LIBRARY PAGE,PUBLIC LIBRARY,"60155.47341914715,89844.52658085285",51330
31850,MACHINIST (AUTOMOTIVE),GENERAL SERVICES,"81563.47341914715,111252.52658085285",31800
31851,POLICE OFFICER,POLICE,"69209.47341914715,98898.52658085285",29830
31852,FIREFIGHTER-EMT,FIRE,"80639.47341914715,110328.52658085285",29930
31853,POLICE OFFICER,POLICE,"78509.47341914715,108198.52658085285",8250
31854,CAPTAIN-EMT,FIRE,"121949.47341914715,151638.52658085286",2140
31855,SIGN HANGER,TRANSPORTN,"60155.47341914715,89844.52658085285",9310
31856,FIREFIGHTER/PARAMEDIC,FIRE,"76427.47341914715,106116.52658085285",28270
31857,POLICE ADMINISTRATIVE CLERK,POLICE,"60155.47341914715,89844.52658085285",6710
31858,CROSSING GUARD,OEMC,"60155.47341914715,89844.52658085285",7120
31859,LIEUTENANT-EMT,FIRE,"103151.47341914715,132840.52658085286",2200
31860,FIREFIGHTER-EMT,FIRE,"77429.47341914715,107118.52658085285",28220
31861,ACCIDENT ADJUSTER,GENERAL SERVICES,"69575.47341914715,99264.52658085285",27480
31862,LIBRARY ASSOCIATE,PUBLIC LIBRARY,"60155.47341914715,89844.52658085285",1360
31863,TRAFFIC CONTROL AIDE-HOURLY,OEMC,"60155.47341914715,89844.52658085285",31310
31864,FIREFIGHTER-EMT,FIRE,"74303.47341914715,103992.52658085285",27320
31865,POLICE OFFICER,POLICE,"78509.47341914715,108198.52658085285",31360
31866,POLICE OFFICER,POLICE,"60155.47341914715,89844.52658085285",2680
31867,DIR OF PROGRAM OPERATIONS,HEALTH,"76955.47341914715,106644.52658085285",7120
31868,FIREFIGHTER,FIRE,"78821.47341914715,108510.52658085285",52270
31869,CROSSING GUARD - PER CBA,OEMC,"60155.47341914715,89844.52658085285",29520
31870,SANITATION LABORER,STREETS & SAN,"60472.27341914715,90161.32658085285",33240
31871,DETENTION AIDE,POLICE,"60155.47341914715,89844.52658085285",30580
